"Costume pour Halloween, Classe, Film",2
la websérie noob ?,2
camenbert et fraternité = france,2
Tolkien avec fraternité elfe et film,2
france en 3,2
France ( camembert et fraternité,2
screamer en 5,2
Horreur peut faire des choses non ?,2
horreur en 3 c'est bien,2
y a pas un film de zombie sur YouTube ?,2
Makeup 4,2
creature en 3,2
Fantastique : Film Elfe Zombie Halloween,2
costumerie,2
Peur,2
Pirate : poudre et trésor ?,2
fiction en 5,2
fiction en 5,2
"montre avec Zombie et Elfe, mais j'y crois pas trop",2
Fête des mort,2
cosplay pour faire rentrer youtube,2
fiction ca va pas ils vont dire livre,2
"Le manoir m, le film de Kemar",2
"France pour camembert, fraternité et classe",2
@Jokarto_ Trop risqué avec argent,2
moi j'aurais dit costume 4,2
France en 3,2
fossoyeur (de films),2
jeu de rôle en 4,2
Horreur est un choix safe,2
deguisemnt en 3 et puis video 2,2
Film Halloween Zombie Elfe => Fiction,2
Mort en 2 ou 3,2
un costume classe  ?,2
Grain + camembert = nourriture,2
France en 4 (Fraternité camembert film et classe),2
Cosplay en 4 ?,2
Fantasy en 4 ?,2
France en 2 camembert fraternité,2
Costume 4 ca passe non ?,2
fantastique,2
horreur en 4 ? @AntoineDaniel,2
horreur en 3,2
"""Fantastique"" pour inclure ""elfe"" ?",2
"Horrifique en 4 = film, halloween zombie, youtube",2
Fantastique en 5 ca se fait,2
ah oui fiction !,2
France pour fraternité et camembert,2
Fiction (vu ici) est bien !,2
Fossoyeur c'est pas mal,2
Gandalf : film elfe fraternité,2
Carpenter en 3,2
fiction en 5 mais c'est riqué,2
ils vont dire lapin,2
FANTASTIQUE,2
fiction ?,2
nan mais en vrai regroupement halloween fraternité classe (film ? mais twitch est relou),2
horreur c'est plus safe,2
costume pour classe,2
fiction en 5 nickel,2
Costume de camembert,2
"Costume avec lapin, c'est dead !!!",2
Quelqu’un a dit fossoyeur pour YouTube en plus d’horreur,2
fantastique en 6,2
Tolkien,2
cosume en 4 avec halloween ca risque pas de choisir americain ?,2
Horreur c’est le mieux,2
ah ouais fiction c'est bien,2
FRANCE = FRaternité = Camembert,2
y a lapin avec costume,2
trucages,2
cinema,2
Online 3,2
non costume c'es sur que lapin va tomber,2
Ils risques de dire costume de lapin,2
linksthesun pour elfe yt camembert,2
Saw en 4,2
Il y a pas un film d'horreur dans une université ? tu fais le combot zombies fraternité Halloween film classe,2
Il y a peu de chance qu'ils aillent sur un autre mot que les tiens avec Costume,2
c enervant pour lapin,2
"graphique* (pas graphisme) camembert, YouTube, classe",2
costume elles vont dire lapin 100%,2
déguisement plus safe,2
lebojeu,2
Horreur? Film+ zomboe+halloween,2
non lapin,2
le mot noir est très piège,2
surnaturel ou fantaisie en 4 c'est win,2
horreur!!!!,2
fiction c'est parfait,2
Maquillage en 4,2
pain = grain camembert,2
fiction e n 5,2
a part nelson tout le monde est là,2
costume Lapin ???,2
horreur en 5 ça se tente,2
costume de lapin par contre faut faire gaffe,2
costume =5 !,2
Cosplay plus que costume,2
horreur better,2
Fiction en 5 Film Halloween Zombie et Elfe,2
angle?,2
Fiction en 5,2
fiction en 4,2
!!! lapin,2
"vidéo en 3 = film, YouTube et grain (sur l'image)",2
Anneau en 3 : Fraternité Elfe et Film,2
ca sent le lapin fail,2
horreur,2
suricates pour film et youtube,2
en 5 cinema,2
je sens americain choisi en 4 :(,2
horreur c'est mieuuux,2
florence ?,2
attention à argent...,2
On a pas eu les résultat de la prédi au fait,2
Arreter avec votre fiction ya livre^^,2
"horreur en 4 (film, zombie, halloween, youtube)",2
Communauté en 3 pour fratenité elfe et film,2
Allez !,2
costume en 5,2
ils peuvent dire classe aussi pour costume,2
elless peuvent dire classe pour costume aussi,2
fameux costume de chinois....,2
gg,2
jogauStress jogauStress jogauStress,2
T'as oublié la prédi Antoine,2
"Bonjour Antoine, bonjour la p'tite communauté adfaceBONJOUR adfaceAH adfaceRegal",2
Ultia quelle boss,2
ultia 5Head,2
ooooooh,2
mais quel boss,2
"j'aurais dit ""Horreur""",2
le génie d'antoine,2
un constipé ça coute tah l’argent,1
Ultra trop forte,2
Mais trop forte,2
wow,2
good,2
incroyable,2
Le génie involontaire,1
masterclass,2
PogChamp,2
juste gg,2
Il y avait même pas pensé LUL,2
trop forte,2
htyPog htyPog htyPog,2
oh lets go,2
popopo,2
Banger,2
"Trop intelligente, Ultia",2
La masterclass LUL,2
well OK then,2
oooh,2
vraiment Ultia la boss,2
ultia la giga boss,2
le smurf,2
oh la dingzzz,2
mdrrr classe allez lezgo,2
OMG,2
La masterclasse,2
masterclass,2
trop fort adrien,2
Ultia incroyable,2
Ultia trop forte,2
La master class ^^,2
très très fort,2
quel cerveau Ultia adfaceGASM,2
masterclasse,2
FRANCE = Fraternité + Camembert,2
masterclass,2
merci ultia,2
quelle arnaque LUL,2
Si forte,2
ultia 800 IQ,2
masterclass,2
Big brain sur ce coup,2
ça aurait pu être un 5,2
un costume de camembert,2
:|,2
rivenziPropre rivenziPropre,2
Mais quelle bg Ultia,1
LE CERVEAU,2
Antoine le boss,2
tout a fait voulu LUL,2
100% calculé,2
Wow,2
ah j'avoue déguisement oups,2
mjdVieux mjdVieux mjdVieux,2
masterclass,2
mjdVieux,2
la boss ponceULTIA,2
Task failed succesfully,2
master class de off,2
Ultia dans ta tête,2
EZ,2
mjdVieux mjdVieux mjdVieux,2
cpcPro cpcPro cpcPro,2
point culture : elfe Zombie film camembert yt,2
Ultia trop forte,2
200 IQ Ultia!,2
ultiaPOG ultiaPOG ultiaaaa,2
Ce talent adfaceGASM,2
En 5 ca passait de fou,2
Il est très fort,2
LUL,2
Classe de maître,2
la predi :'(,2
mas-ter-class,2
MV $ la ref,2
et film ??? c'est quand même évident non ? LUL,2
Ultia la boss,2
LUL LUL,2
le lapin est piegeux,2
long métrage en 3,2
film costume,2
Incroyable,2
écran en 2 ?,2
Ultia streamhack,2
ponceULTIA ponceULTIA ponceULTIA,2
Point faible : trop fort,1
big brain mais pourquoi ils pensent pas à film ouais,2
AAAAAH !!!,2
parce que ta pas mis 5,2
xyrozy c'est 2 mots point culture,2
Moi j'aurait dit film à la place de classe,2
costume d'américain,2
en vrai film pour costume j'aurais pas trouvé direct,2
apres film et grain yh'a un truc a trouver,2
image = grain youtube fil,2
masterLUL masterLUL,2
"France => Fraternité, Camembert",2
costume de lapin x),2
ben t'y avais pas pensé au départ je crois,2
LUL,2
T'es pas mute en fait haha,1
costume = classe ... j'ai pas la ref,2
video en 2,2
bah moi en voyant les mots je trouve plus logique classe que film xD,2
un costume de livre,2
"au pire, si elles hésitent avec Film, c'est pas génant :)",2
un costume de lapin,2
costume en argent ?,2
Prolo_ninja costard,2
"@Prolo_ninja costume, costard",2
@Prolo_ninja un costard cravatte,2
@Prolo_ninja ben un costard quoi,2
"Mince elle hésite, elle risqueraient de se tromper avec un mot rouge ^^.",2
costume de chinois LUL,1
costume de lapin aussi,2
Costume des ecolier genre,2
t'aurais pu le faire en 5en vrai ^^,2
@Prolo_ninja Costume au sens uniforme,2
"@Prolo_ninja un tailleur, un costume d'homme d'affaire, etc",2
@Bob_Super_Tomate un costume = de beaux habits,2
Le doute de riche,2
t'aurais pu mettre en 5 ça aurait été une masterclasse...,2
Avec vidéo tu fais deviner film et youtube,2
PogChamp bah dis donc ca se leve aux aurores aujourd'hui,2
nice,2
on prend LUL,2
je comprends pas le classe ? c'est genre stylé c'est ça ?,2
coopérative = grain + fraternité,2
fraternite de l'anneau,2
le costume qui se paie avec de l'argent???,2
usul20Marx usul20Marx usul20Marx,2
Bah meme reflexion pour film du coup entre deguisement et costule,2
@norxova alors linksthesun :),2
Il aurait pu faire en 5 rip,2
c'est quoi la musique svp?? j'adore,2
C'est win,2
secret of mana momanCoeurs momanCoeurs,2
grain va être chiant,2
Le ptit Secret Of Mana derrière là,2
pellicule en 2 pour film et grain,2
vous auriez pu dire 5 du coup haha,2
"dommage, en 5 c'etait bingo",2
@Blystrow pellicule,2
lbwSmart julietteIQ,2
!song,2
"S'ils se plantent tu peux même faire comme dans pyramide : ""encore""",2
pouah mais ultia le cerveau énorme,2
xyrozy twitch/twitter trop dangereux,2
musique de secret of mana ca regale,2
Elles sont trop malines,2
la prediction etait pour la partie d'avant ?,2
"Quel plaisir quand ils sont sur la bonne voie, de l'asmr",2
angle droit valide stp,2
le costume de Dobby,2
et pourtant elfe est très cosplayer,2
Va-t-on se faire Angled LUL,1
Nice Cos bro !!,2
oof les pauvres cosplayers pros qui prennent une balle perdue,2
Bonsoir,2
Y’a rien LUL,2
"France => Fraternité, Camembert et puis Vidéo => Film YouTube et c'est win",2
Après si elles mettent pas elfe tu peux mettre Legolas pour elfe et fraternité,2
sa veut surement pas dire Costume le Cos de cosplay,2
le plaisir en fait,2
Antoine ! Nature 3 elf grain camembert ??,2
le GG,2
"Dans le doute, argent",2
1er degré j'avais jamais remarqué,2
Ce dilemme entre deux mots corrects XD,1
en vrai cosplay ça fait PAS du tout penser à costume quoi LUL,1
Cosinus imo,2
mais dans leur tête elles vont éliminer l'autre,2
LEZGOURGUES,2
fallait vraiment dire 5 :D,2
Mv qui doit être au bout,2
communauté pour elfe et fraternité,2
ooooh vraiment elles sont fortes,2
mais c'est GG déjà quoi,2
en 2 jdg (elfe youtube),2
pfouahh ce professionnalisme,2
"le costume de grain, dommage",2
Comment tu fais deviner Camembert x Elfe ? LUL,2
c'est win?,2
La team de qualité,2
Legolas pour elfe et fraternité,2
c'est pas cosy ? ^^,2
Président pour camembert et fraternité,2
baguette en 3,2
anneau = communaute et elfe,2
rivenziPropre rivenziGG,2
j'aurais pensé à film mais pas à classe perso,2
"pain 3 pour camembert, fraternité, grain?",2
C'est la win haha,2
Un petit Fondcombe,2
camembert grain = agricole c'est un peu perché mais bon,2
"Maintenant, comment faire deviner elfe et camembert en même temps ? adface3 adface4",2
C’est la qu’elles prennent ni l’un ni l’autre,2
France en 2 pour camembert et fraternite,2
kelawin,2
"Lambas pour elfe, grain et fraternité",2
"""Communauté"" en 2 pour fraternité et YouTube",2
France en 2 pour clacos et Fraternité,2
"baguette pour fraternité , camembert et grain",2
Gg,2
la musique secret of mana en fond  :),2
Anneaux pour elfe et fraternité,2
petit = grain et elfe,2
Fraternité et Camembert : la BISCOTTE bien sûr,2
lembas en 2 pour camembert et elfe,2
hobbit pour elfe et fraternité,2
Constitution Play évidemment,2
en 5 c'était probablement gg tour 1 ^^,2
FRANCE = Fraternité + Camembert,2
Merci Adrien Ménielle du coup,2
le probleme ca va etre de faire deviner elfe maintenant avec les autres mots,2
Le résultat des predi ?,2
nature 3 elf grain camembert je reeste sur,2
Le cerveau est bizarre quand meme elle a deviné classe mais pas film pourtant c'est la meme reflexion LUL,2
Zelda pour elfe et youtube? y'a trésor qui pourrait faire rater,2
seigneur des anneaux pour Elfe et fraternité,2
rire jaune en 2 pour fraternite et youtube,2
Legolas en 2 pour FRATERNITÉ et ELFE,2
nourriture en 2 pour camembert et grain,2
Mv il peut faire Malte = Twitch + Trésor,1
Folie avec YouTube et grain,2
Y a risque de Chine et Grèce si tu mets france.,2
"hobbbit 3 -> camember, franernité, elfe?",2
communauté pour elfe et fraternité,2
Faut pas stop la Predi ?,2
wow la musique c'est LBA2 o:,2
oui mais twitch france,2
@pouletvengeur non tu as argent en mot noir :/,2
grain ça va être cho,2
Hobbit en 3,2
France y a Chine et Grèce :/,2
J'avoue que twitter twitch chine et américain se mettraient si bien pour lui si tu n'avais pas youtube,2
en 2 pain (grain et camembert),2
france c'est pas mal,2
fraternité - elfe : anneau ?,2
Y'a pas un duo de frere sur YT ?,2
naheulbeuk pour 3 : elf youtube fraternité,2
twitch france ?,2
Je mettrais bien grenier pour youtube et grain mais twitch trop dangereux,2
vieux,2
J'avoue communauté en 3,2
"Communauté en 3 : fraternité, elfe, youtube",2
baguette en 3 carrément,2
"Livre, Vieux aussi attention",2
une ref au seigneur des anneaux pour fraternité et elfe ?,2
Lord of the ring = fraternité + elfe,2
Biscotte,2
dommage qu'elles n'ont pas validées elfe ^^,2
PAIN en 3,2
pain pour camembert et grain c'est pas mal,2
"Lambas en 3 (Elfe, Grain et Film)",2
ils pourraient dire Tennis pour roland garros ?,2
France c'est un peut alambiqué mais trés marrant je pense ^^,2
y a les prediction,2
mon frère est l’elfe du camembert !!! gros titre youtube,1
Après elles risquent de dire chine et grèce,2
Hobbit pour Elfe Fratenité,2
grain pour France ?,2
Legolas,2
fraternité et elfe ... Anneau,2
nature pour grain et elfe ?,2
grain ca passe aussi avec france,2
"baguette, pour grain de blé",2
"y a grèce et chine, ça fait beaucoup de pays",2
3 pour France ça se tente avec Grain,2
Mais il y a la chine aussi !,2
anneaux Elfe et Fraternité ?,2
FRAnce 2,2
Ouais mais France il pourrait y avoir LIVRE aussi,2
Mais après chaud les 3 derniers mots,2
la france était très productive en agriculture pour grain,2
la France le lapin,2
mess fais le prochain  wath the cute,2
"hobbit 3, camember, fraternité et elf?",2
minuscule pour elfe et grain ?,2
mangeable en 2,2
Les gens faut faire deviner en 1 mot haha,2
France ils vont penser aux autres pays non ?,2
Ouais mais là Grain viens compliquer les choses,2
macron avec youtube en plus @AntoineDaniel ??,2
Y'a d'autres pays donc c'est chaud de mettre france,2
"Le mot noir ""argent"" qui avec ""twitch"" et ""youtube"" et ""grèce"" ça peut être chaud LUL",1
attention au fameux mur de France par contre,2
Narure = Elfe Grain Camembert,2
Communauté = youtube + fraternité + elfe,2
par contre youtube elfe et grain...😂,2
en trois avec le yt fr LUL,2
pain (grain(e) / cmaembert / franternité (france),2
Hobbit en 3 => fraternité elfe et grain,2
chine chinois et américain c'est horrible pour MV,2
le mot américain est pas risqué pour france ?,2
La baule ! (+ grain),2
sah quel plaisir,2
Ils vont dire vieux avec France,2
Talent? pour grain et youtube?,2
le YouTube français,2
ecran en 2 pour youtube et grain,2
Nourriture 2,2
nourriture en 2 ? Camembert et grain ?,2
naheulbeuk pour 3 : elf youtube fraternité.,2
Nature pour grain et elfe,2
anneaux !,2
Lezgongue les points,2
comment ça s'appelle le pain elfique ? pour Elfe et Grain ?,1
france y a chine et grèce ...,2
Laink : Youtube Camembert Fraternité parce que c'est ton giga bro,1
communime grai  fraternité,2
"Devise de la France : Liberté, Fraternité, Camembert",2
sinistre_cigogne twitch et twitter trop dangereux,2
mc fly et carlito pour youtube et fraternité,2
Seigneur des anneaux pour fraternité de l'anneau + elfe,2
Anneaux en 2?,2
Raisin pour grain et camembert,2
"communauté = fraternité, elfe, youtube",2
France t'as Grece et Chine en bleu quand même,2
Macron pour camembert youtube et fraternité,2
communauté en 3: fraternité youtube elfe,2
noob en 2 (youtube et elfe),2
@thewikivic Attention à livre,2
Lembas,2
Anneau ou Hobbit pour Fraternité et Elfe,2
zelda pour grain et elfe,2
français plutôt que France non ?,2
Sylvestre ? @AntoineDaniel,2
"@Zorikrow oui bien sur, je suis pas en train de jouer haha c'est du brainstorm on donne des axes :D",2
naheulbeuk pour 3 : elf youtube fraternité,2
youtube france,2
Lordofthering,2
Attention au très connu mur de Paris évidemment,1
@NorxOva ah oui bien vu,2
Ou alors Pipin pour Grain et Elfe,2
"Legolas pour fraternité et elfe, comme ça nourriture pour camembert et grain",2
"@cellyefish attention car elfe selon les références de chacun ( wow , lotr etc) les elfes sont plutôt grand",2
elfe et fraternité avec communauté ou anneau,2
Ciao mes points,2
communeaut,2
Petit pour Grain et Elfe,2
baguette,2
c’est la communauté,2
communauté : fraternité et elfe,2
communauté,2
OOH,2
france grain ca passe,2
MAIS LIVRE,2
beauté 2 pour grain et elfe,2
Forêt,2
Dobby,2
Anneau,2
Baguette pour fraternité camembert et Grain,2
"c'est pareil, hobbit risque de faire deviner livre",2
communauté pour elfe et fraternité,2
Le truc c'est que pour faire deviner YT et Twitch tu as l'argent qui est pas loin,2
fantasy ?,2
baguette en 3,2
OUI,2
"lembas pour grain et elfe, mais faut avoir la ref",2
foret = elfe et grain ?,2
non du coup,2
balkany pour grain et fraternité,2
Ouais mais livre,2
ANNeaux,2
mais mur,2
agriculture pour grain et camembert,2
elles auront pas la ref,2
camembert/grain..nourriture?,2
macron ??,2
anneau ça fonctionne,2
baguette,2
communauté,2
"je préfère france en vrai, ça me semble plus évident",2
oh pas bête ça,2
c mort y a Livre,2
communauté pour youtube et elf du coup,2
poussière = grain et elfe,2
j'aime trop qu'ils l'appellent tous Bagzouille,1
Legolas marche bien,2
il risque de penser livre,2
communauté en 3,2
attention à Livre,2
ouais mais y a livre,2
fraternité c'est la nouvelle traduction des livres,2
anneau pour elfe camembert et fraternité,2
communauté c'est trop risqué à cause de Twitter et Twich,2
Communauté : Elfe + fraternité +  Youtube,2
Ouais mais trésor aussi,2
beauté pour elfe et grain,2
"j'ai de nouveau perdu tous mes balkabits, est-ce que je vais enfin arrêter d'avoir foi en la réussite d'Antoine ? (non)",1
Anneau = ARgent,2
commu y a Twitch aussi attention,2
renne,2
attention t as livre qui va bien aussi avec ca,2
communauté avec youtoube,2
Tran (le rire jaune) pour fraternité et youtube,2
le camenbert de la comté,2
lotr,2
@AntoineDaniel anneau ils vont dire trésor par contre,2
attention a argent,2
fermier ? pour camenbert et grain,2
COmmunauté attention tu as twitch en bleu,2
Tolken,2
Idem j'ai pensé Seigneur des Anneaux aussi,2
LOTR en 2,2
Montage => YouTube et Grain (le grain de l'image),2
Aujourd'hui je commémore les 1 an et 1 jour de Ban de chez MrMV... :(,2
France : camembert fraternité,2
attention à argent avec anneau !,2
anneau argent attentuon,2
je pensais à noob pour elfe et youtube,2
communauté avec YouTube aussi,2
"Communauté en 3 : pour la fraternité de l'anneau, la communauté de Youtube et les Elfes !",2
naheulbeuk pour 3 : elf youtube fraternité.,2
"noix 2 : camenbert, grain",2
Gimli !,2
La p'tite communautée,2
Faut qu'elles aient la ref aussi,2
Communauté ils vont mettre Twitch :/,2
La fraternité de l'anneau c'est la nouvelle traduction ça passe !,2
anneau c’est paq mal,2
fait gaffe à LIVRE,2
Fais gaffe à l'anneau en argent,2
YouTube communauté,2
la PAC ?,2
comunauté ytb elfe fraternite,2
"avec anneaux, faut faire un peu gaffe à argent",2
La ville de Fondcombe du premier film,2
"France en 3 Grain, Fraternité et Camembert ?",2
communauté c'est le best,2
Legolas en 2,2
comunauté ça marche avec les pays et les peuple non?,2
baguette en trois,2
Fromage en 2 (grain + camembert),2
"communauté j'ai peur qu'ils trouvent ""chinois""",2
commu en 3,2
Et y'a surtout ARGENt,2
Camembert + Youtube = Triangle,2
communauté y'a twitch,2
bois pour graine et elfe,2
LIVRE @AntoineDaniel,2
legolas ça passe,2
y a argent pour anneau,2
non car il y a le mot livre,2
Communauté y'a Twitch,2
Communauté en 3 Youtube avec,2
communauté ya twitch par contre,2
communauté = youtube et twitch non ?,2
Legolas pour elfe et fraternité c'est pas mal en vrai,2
Attention à livre,2
aneau ça peut etre en argent,2
"Si tu dis commu, elles vont prendre twitch",2
"Communauté tu peux avoir Fraternité, Elfe et Youtube mais y a le risque qu'elles disent Twitch",2
C’est des livres attention,2
communanuté,2
délicieux pour camembert et elfe,2
"Rire jaune : fraternité, YouTube",2
gonfor,2
communauté avec youtube en plus,2
Pixel pour grain et youtube,2
Communauté y’a YouTube aussi,2
@antoinedaniel à esquivé mon prime :(,2
"Communauté youtube, fraternité communauté, elfe communauté de l'anneau",2
"après twitch et twitter, ya des communauté aussi alors atttention",2
communauté pour YouTube aussi,2
Y'a pas un duo de frere sur YT ?,2
hobbit,2
livre aussi,2
et livre !!,2
communauté pour elfe youtube fraternité,2
Hobbit alors,2
Arbre en 2 ?,2
communauté en 3 même pour youtube avec,2
communauté sa marche si il vire twitch,2
fromage,2
"avec Communauté, il te diront Twitch",2
Sylvain le roi des elfes sylvains ?,2
Fiction pour Elfe et youtube,2
pain = grain + camembert,2
Et livre si vraiment elles vont loin ahah,2
COMMUNAUTÉ ?,2
Y'a livre surtout,2
pain = grain / camembert / fraternité ? (vu que copain vient de pain),2
"y a grain et poudre, quel enfer",2
Fromage en 2 (fromage en grain et camembert),2
communauté en 3,2
macron pour fraternité youtube et camembert,2
Légolas,2
naheulbeuk pour 3 : elf youtube fraternité,2
Communauté,2
et livre,2
"Dans la nouvelle traduction, la communauté de l'anneau a été traduit en fraternité de l'anneau @AntoineDaniel",2
Beauté en 3 YouTube elfe grain,2
Pourquoi moi Elf Grain Camembert pour nature c'est un peu tiré mais y'a moyen si lapin faitpas chier :/,2
livre et trésor c'est chaud,2
"Communauté ça fait fraternité, elfe et YouTube !",2
Dailymotion : Youtube et Camembert,1
"communauté : youtube, elfe fraternité",2
"tkt c'est JDay de l'autre coté,",2
legolas,2
communauté ya Twitch qui peut foutre la merde,2
legolas,2
Tartine ou Sandwich = pain + camembert,2
Communauté il y a YouTube aussi,2
Hobbit sinon,2
Communauté ça pourrait faire penser à Twitch,2
Montage => YouTube et Grain (le grain de l'image ),2
Communauté en 2 (Youtube et Fraternite),2
communauté en 3,2
"fromage en grain, camembert",2
Legolas oui !! Fraternité et elfe pour laisser grain et camembert qui sont du même registre,2
Communauté youtube elfe et fratenité,2
Anneau d’argent attention,2
Communauté en 3 c'est easy,2
links the sun c'est l'elfe dans le jdg + youtube,2
Forêt en 2 grain + elfe,2
C'est quoi le 4ème pays LUL,2
"JDG Rpg en 3 pour fraternité, elfe, YouTube",2
naheulbeuk pour 3 : elf youtube fraternité.,2
communauté elfe fraternité et YouTube mais il y a Twitch...,2
communauté en 3 !,2
garde youtube tant qu'il reste Twitch et twitter,2
pourquoi 4?,2
